945,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-04-28 14:30:00,6
2019-04-28 14:31:00,10
2019-04-28 14:32:00,8
2019-04-28 14:33:00,11
2019-04-28 14:34:00,8
2019-04-28 14:35:00,9
2019-04-28 14:36:00,9
2019-04-28 14:37:00,8
2019-04-28 14:38:00,9
2019-04-28 14:39:00,12
2019-04-28 14:40:00,11
2019-04-28 14:41:00,11
2019-04-28 14:42:00,10
2019-04-28 14:43:00,10
2019-04-28 14:44:00,15
2019-04-28 14:45:00,17
2019-04-28 14:46:00,10
2019-04-28 14:47:00,12
2019-04-28 14:48:00,10
2019-04-28 14:49:00,12
2019-04-28 14:50:00,13
2019-04-28 14:51:00,11
2019-04-28 14:52:00,10
2019-04-28 14:53:00,10
2019-04-28 14:54:00,13
2019-04-28 14:55:00,14
2019-04-28 14:56:00,10
2019-04-28 14:57:00,10
2019-04-28 14:58:00,10
2019-04-28 14:59:00,10
2019-04-28 15:00:00,10
2019-04-28 15:01:00,12
2019-04-28 15:02:00,10
2019-04-28 15:03:00,12
2019-04-28 15:04:00,10
2019-04-28 15:26:00,5
2019-04-28 15:27:00,12
2019-04-28 15:28:00,13
2019-04-28 15:29:00,12
2019-04-28 15:30:00,12
2019-04-28 15:31:00,11
2019-04-28 15:32:00,11
2019-04-28 15:33:00,12
2019-04-28 15:34:00,11
2019-04-28 15:35:00,12
2019-04-28 15:36:00,10
2019-04-28 15:37:00,13
2019-04-28 15:38:00,13
2019-04-28 15:39:00,11
2019-04-28 15:40:00,12
2019-04-28 15:41:00,12
2019-04-28 15:42:00,12
2019-04-28 15:43:00,12
2019-04-28 15:44:00,12
2019-04-28 15:45:00,12
2019-04-28 15:46:00,11
2019-04-28 15:47:00,11
2019-04-28 15:48:00,11
2019-04-28 23:20:00,4
2019-04-28 23:21:00,9
2019-04-28 23:22:00,6
2019-04-28 23:23:00,8
2019-04-28 23:24:00,7
2019-04-28 23:25:00,10
2019-04-28 23:26:00,7
2019-04-28 23:27:00,9
2019-04-28 23:28:00,7
2019-04-28 23:29:00,8
2019-04-28 23:30:00,9
2019-04-28 23:31:00,9
2019-04-28 23:32:00,8
2019-04-28 23:33:00,9
2019-04-28 23:34:00,8
2019-04-28 23:35:00,9
2019-04-28 23:36:00,7
2019-04-28 23:37:00,8
2019-04-28 23:38:00,9
2019-04-28 23:39:00,7
2019-04-28 23:40:00,7
2019-04-28 23:41:00,9
2019-04-28 23:42:00,8
2019-04-28 23:43:00,8
2019-04-28 23:44:00,8
2019-04-28 23:45:00,7
2019-04-28 23:46:00,8
2019-04-28 23:47:00,8
2019-04-28 23:48:00,7
2019-04-28 23:49:00,9
2019-04-28 23:50:00,7
2019-04-28 23:51:00,7
2019-04-28 23:52:00,9
2019-04-28 23:53:00,7
2019-04-28 23:54:00,7
2019-04-28 23:55:00,7
2019-04-28 23:56:00,9
2019-04-28 23:57:00,5
2019-04-28 23:58:00,7
2019-04-28 23:59:00,7
